,name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,headquarters,state,realTimeWorth,realTimeRank,realTimePosition,squareImage,position,rank,worth,title,government,pay,managementAssets
0,A. Jayson Adair,Adair,a-jayson-adair,no-pic,6.331,53.0,Damaged cars,Automotive,M,United States,1681550402483,TX,Texas,1463.592,2042.0,2042.0,https://specials-images.forbesimg.com/imageserve/5fb529400560bf6784deea95/416x416.jpg?background=000000&cropX1=887&cropX2=1362&cropY1=707&cropY2=1183,,,,,,,
1,Abhay Soi,Soi,abhay-soi,no-pic,0.0,49.0,Healthcare,Healthcare,M,India,1681550402483,,,1256.29,2296.0,2296.0,https://specials-images.forbesimg.com/imageserve/612e3dde1434aca16b4d05fb/416x416.jpg?background=000000&cropX1=150&cropX2=827&cropY1=0&cropY2=678,,,,,,,
2,Abigail Bennett,Bennett,abigail-bennett,no-pic-female,7.437,42.0,Liquor,Food & Beverage,F,United States,1681550402483,NY,New York,1147.066,2447.0,2447.0,,,,,,,,
3,Adam Neumann,Neumann,adam-neumann,adam-neumann,-1.692,44.0,WeWork ,Real Estate,M,Israel,1681550402483,FL,Florida,2206.64,1434.0,1434.0,https://specials-images.forbesimg.com/imageserve/640f9728b347b28105216409/416x416.jpg?background=000000&cropX1=0&cropX2=1017&cropY1=150&cropY2=1168,,,,,,,
4,Adriaan Mol,Mol,adriaan-mol,no-pic,0.0,39.0,Fintech,Technology,M,Netherlands,1681550402483,,,1772.0,1742.0,1742.0,,,,,,,,
5,Adrian Paval,Paval,adrian-paval,no-pic,0.0,54.0,Retail,Fashion & Retail,M,Romania,1681550402483,,,1165.488,2432.0,2432.0,,,,,,,,
6,Alan Miller & family,Miller,alan-miller-1,no-pic,-2.279,85.0,Healthcare services,Healthcare,M,United States,1681550402483,PA,Pennsylvania,1322.556,2203.0,2203.0,,,,,,,,
7,Alan Wilson,Wilson,alan-wilson,no-pic,13.529,82.0,Retailing,Fashion & Retail,M,Australia,1681550402483,,,1800.476,1716.0,1716.0,,,,,,,,
8,Albert Avdolyan,Avdolyan,albert-avdolyan,no-pic,0.0,52.0,"Oil, mining",Energy,M,Russia,1681550402483,,,2200.145,1438.0,1438.0,,,,,,,,
9,Alberto Bombassei,Bombassei,alberto-bombassei,alberto-bombassei,37.542,82.0,Automotive brakes,Automotive,M,Italy,1681550402483,,,2967.037,1035.0,1035.0,,,,,,,,
10,Alberto Prada,Prada,alberto-prada,no-pic,129.184,69.0,Luxury goods,Fashion & Retail,M,Italy,1681550402483,,,2467.942,1285.0,1285.0,,,,,,,,
11,Alejandro Bailleres Gual & family,Bailleres Gual,alejandro-bailleres-gual,no-pic,-0.138,62.0,Diversified,Diversified,M,Mexico,1681550402482,,,7810.743,288.0,288.0,https://specials-images.forbesimg.com/imageserve/62443652a45fa465e7b19281/416x416.jpg?background=000000&cropX1=1765&cropX2=2862&cropY1=434&cropY2=1530,,,,,,,
12,Ales Zavoral,Zavoral,ales-zavoral,no-pic,0.0,46.0,E-commerce,Fashion & Retail,M,Czech Republic,1681550402483,,,2200.237,1437.0,1437.0,,,,,,,,
13,Alex Beard,Beard,alex-beard,alex-beard,14.155,55.0,"Mining, commodities",Metals & Mining,M,United Kingdom,1681550402483,,,2214.959,1428.0,1428.0,//specials-images.forbesimg.com/imageserve/5c7278914bbe6f51818abdca/416x416.jpg?background=000000&cropX1=1150&cropX2=4556&cropY1=15&cropY2=3419,,,,,,,
14,Alex Birkenstock,Birkenstock,alex-birkenstock,no-pic,0.0,54.0,Shoes,Fashion & Retail,M,Germany,1681550402483,,,1652.452,1848.0,1848.0,,,,,,,,
15,Alex Shevchenko,Shevchenko,alex-shevchenko,no-pic,0.0,43.0,Software,Technology,M,Canada,1681550402483,,British Columbia,2243.0,1401.0,1401.0,https://specials-images.forbesimg.com/imageserve/61a552d47ccd1331f306c32e/416x416.jpg?background=000000&cropX1=798&cropX2=2775&cropY1=171&cropY2=2146,,,,,,,
16,Alexander Gerko,Gerko,alexander-gerko,no-pic,0.0,43.0,Trading,Finance & Investments,M,United Kingdom,1681550402482,,,5220.818,532.0,532.0,,,,,,,,
17,Alexander Sixt,Sixt,alexander-sixt,no-pic,-17.0,43.0,Car rentals,Automotive,M,Germany,1681550402483,,,1166.021,2428.0,2428.0,https://specials-images.forbesimg.com/imageserve/624dda4ada6528aa708fb28a/416x416.jpg?background=000000&cropX1=3&cropX2=769&cropY1=67&cropY2=833,,,,,,,
18,Alexander Tedja,Tedja,alexander-tedja,alexander-tedja,17.944,77.0,real estate,Real Estate,M,Indonesia,1681550402483,,,1114.828,2486.0,2486.0,https://specials-images.forbesimg.com/imageserve/61b1225c4c0e96bec2c07bcd/416x416.jpg?background=000000&cropX1=223&cropX2=957&cropY1=0&cropY2=734,,,,,,,
19,Alexis Lê-Quôc,Lê-Quôc,alexis-le-quoc,no-pic,-12.632,48.0,Cloud computing,Technology,M,United States,1681550402483,NY,New York,1728.973,1783.0,1783.0,//specials-images.forbesimg.com/imageserve/5ebd9e4a59928a0006430948/416x416.jpg?background=000000&cropX1=669&cropX2=3182&cropY1=420&cropY2=2931,,,,,,,
20,Alfred West Jr,West,alfred-west-jr,no-pic,0.358,80.0,Money management,Finance & Investments,M,United States,1681550402483,PA,Pennsylvania,1382.602,2130.0,2130.0,,,,,,,,
21,Ali Erdemoglu,Erdemoglu,ali-erdemoglu,no-pic,-24.144,63.0,Carpet,Manufacturing,M,Turkey,1681550402482,,,4549.147,632.0,632.0,https://specials-images.forbesimg.com/imageserve/606b3801fb2da6f71fd2b915/416x416.jpg?background=000000&cropX1=0&cropX2=958&cropY1=0&cropY2=958,,,,,,,
22,Ali Ghodsi,Ghodsi,ali-ghodsi,no-pic,0.0,44.0,Data analytics,Technology,M,Sweden,1681550402483,CA,California,1400.0,2108.0,2108.0,,,,,,,,
23,Ali Metin Kazanci,Kazanci,ali-metin-kazanci,ali-metin-kazanci,1.754,88.0,Energy,Energy,M,Turkey,1681550402483,,,1082.354,2528.0,2528.0,,,,,,,,
24,Aloke Lohia,Lohia,aloke-lohia,aloke-lohia,0.0,64.0,Petrochemicals,Manufacturing,M,India,1681550402483,,,1963.697,1595.0,1595.0,//specials-images.forbesimg.com/imageserve/5e782b2cd8e1ae0007b73ae9/416x416.jpg?background=000000&cropX1=379&cropX2=3247&cropY1=82&cropY2=2947,,,,,,,
25,Amnon Shashua,Shashua,amnon-shashua,no-pic,0.0,62.0,Automotive technology,Automotive,M,Israel,1681550402483,,,1547.0,1948.0,1948.0,https://specials-images.forbesimg.com/imageserve/6231fa33d87b512598bf3797/416x416.jpg?background=000000&cropX1=677&cropX2=3185&cropY1=0&cropY2=2506,,,,,,,
26,Amy Adams Strunk,Adams Strunk,amy-adams-strunk,no-pic-female,-0.038,67.0,Tennessee Titans,Sports,F,United States,1681550402483,TN,Tennessee,1650.932,1851.0,1851.0,https://specials-images.forbesimg.com/imageserve/6422072e6869dc7af6557890/416x416.jpg?background=000000&cropX1=0&cropX2=1524&cropY1=125&cropY2=1649,,,,,,,
27,Anand Deshpande,Deshpande,anand-deshpande,no-pic,0.0,60.0,Technology,Technology,M,India,1681550402483,,,1245.304,2306.0,2306.0,https://specials-images.forbesimg.com/imageserve/612f916cbe677dcb7715be56/416x416.jpg?background=000000&cropX1=324&cropX2=1974&cropY1=103&cropY2=1754,,,,,,,
28,Anand Surana,Surana,anand-surana,no-pic,0.0,52.0,Pharmaceuticals,Healthcare,M,India,1681550402483,,,1448.861,2066.0,2066.0,,,,,,,,
29,Anant Asavabhokhin,Asavabhokhin,anant-asavabhokhin-1,no-pic,0.0,72.0,Real estate,Real Estate,M,Thailand,1681550402483,,,1345.377,2175.0,2175.0,,,,,,,,
30,Andrei Krivenko,Krivenko,andrei-krivenko,no-pic,0.0,47.0,Retail,Food & Beverage,M,Russia,1681550402483,,,2086.238,1510.0,1510.0,,,,,,,,
31,Andrei Molchanov,Molchanov,andrei-molchanov,andrei-molchanov,0.0,51.0,Construction materials,Construction & Engineering,M,Russia,1681550402483,,,1002.792,2637.0,2637.0,//specials-images.forbesimg.com/imageserve/5a8092b7a7ea4316901339f7/416x416.jpg?background=000000&cropX1=155&cropX2=1168&cropY1=263&cropY2=1276,,,,,,,
32,Andrew Cherng,Cherng,andrew-cherng-1,no-pic,-2.197,75.0,Fast food,Food & Beverage,M,United States,1681550402483,NV,Nevada,2452.509,1295.0,1295.0,,,,,,,,
33,Annalisa Doris,Doris,annalisa-doris,no-pic-female,9.925,52.0,Financial services,Finance & Investments,F,Italy,1681550402483,,,1341.351,2181.0,2181.0,,,,,,,,
34,Anne Marie See Pastor,Pastor,anne-marie-see-pastor,no-pic-female,3.805,,Finance,Finance & Investments,F,Peru,1681550402483,,,1500.87,1992.0,1992.0,,,,,,,,
35,Anne Werninghaus,Werninghaus,anne-werninghaus,no-pic-female,-21.578,37.0,Industrial machinery,Manufacturing,F,Brazil,1681550402483,,,1410.692,2102.0,2102.0,,,,,,,,
36,Annette Lerner & family,Lerner,annette-lerner,no-pic-female,0.0,93.0,Real estate,Real Estate,F,United States,1681550402482,MD,Maryland,6548.532,402.0,402.0,https://specials-images.forbesimg.com/imageserve/641dfd4725ae8c113d580d50/416x416.jpg?background=000000&cropX1=17&cropX2=315&cropY1=119&cropY2=417,,,,,,,
37,Anthony Casalena,Casalena,anthony-casalena,no-pic,-12.532,40.0,Software ,Technology,M,United States,1681550402483,MD,Maryland,1621.581,1872.0,1872.0,https://specials-images.forbesimg.com/imageserve/6245cd7da7f40c120d1e176f/416x416.jpg?background=000000&cropX1=999&cropX2=1993&cropY1=56&cropY2=1050,,,,,,,
38,Anthony Hall,Hall,anthony-hall,no-pic,-9.172,67.0,Technology ,Technology,M,Australia,1681550402483,,,1297.039,2234.0,2234.0,,,,,,,,
39,Anu Aga,Aga,anu-aga,anu-aga,0.0,80.0,Engineering,Construction & Engineering,F,India,1681550402483,,,2092.697,1504.0,1504.0,//specials-images.forbesimg.com/imageserve/5a7f0b2fa7ea43169013281b/416x416.jpg?background=000000&cropX1=3&cropX2=174&cropY1=2&cropY2=173,,,,,,,
40,Anurang Jain,Jain,anurang-jain-1,no-pic,0.0,61.0,Auto parts,Manufacturing,M,India,1681550402483,,,1327.841,2200.0,2200.0,//specials-images.forbesimg.com/imageserve/5d9f6c7c793bd50006ea487c/416x416.jpg?background=000000&cropX1=1786&cropX2=3590&cropY1=924&cropY2=2727,,,,,,,
41,Apoorva Mehta,Mehta,apoorva-mehta,apoorva-mehta,0.0,36.0,Grocery delivery service,Technology,M,Canada,1681550402483,CA,California,1000.0,2644.0,2645.0,https://specials-images.forbesimg.com/imageserve/619e64a07cab8383e9dadb64/416x416.jpg?background=000000&cropX1=0&cropX2=1538&cropY1=339&cropY2=1878,,,,,,,
42,Art Levinson,Levinson,art-levinson,no-pic,4.26,73.0,"Genentech, Apple",Diversified,M,United States,1681550402483,CA,California,1404.506,2105.0,2105.0,https://specials-images.forbesimg.com/imageserve/6245ce21c2533739d81e1771/416x416.jpg?background=000000&cropX1=4&cropX2=2192&cropY1=159&cropY2=2348,,,,,,,
43,Artem Khachatryan,Khachatryan,artem-khachatryan,no-pic,0.0,48.0,Retail,Fashion & Retail,M,Russia,1681550402483,,,2085.156,1512.0,1512.0,,,,,,,,
44,Arthur Dantchik,Dantchik,arthur-dantchik,no-pic,0.0,65.0,"Trading, investments",Finance & Investments,M,United States,1681550402482,PA,Pennsylvania,7221.0,330.0,330.0,,,,,,,,
45,Arun Bharat Ram,Bharat Ram,arun-bharat-ram,no-pic,0.0,82.0,Chemicals,Manufacturing,M,India,1681550402483,,,3385.726,894.0,894.0,https://specials-images.forbesimg.com/imageserve/615b1e38fc9eb8d15779c049/416x416.jpg?background=000000&cropX1=315&cropX2=1943&cropY1=295&cropY2=1922,,,,,,,
46,Arvind Lal,Lal,arvind-lal,no-pic,0.0,73.0,Medical diagnostics,Healthcare,M,India,1681550402483,,,1137.029,2459.0,2459.0,https://specials-images.forbesimg.com/imageserve/615b2e721e985ac48d218a18/416x416.jpg?background=000000&cropX1=349&cropX2=1232&cropY1=123&cropY2=1006,,,,,,,
47,Ashok Kajaria,Kajaria,ashok-kajaria,no-pic,0.0,75.0,Tiles,Manufacturing,M,India,1681550402483,,,1048.342,2581.0,2581.0,,,,,,,,
48,Ashwin Desai,Desai,ashwin-desai,no-pic,0.0,71.0,Specialty chemicals,Manufacturing,M,India,1681550402483,,,1240.295,2311.0,2311.0,https://specials-images.forbesimg.com/imageserve/62b1d178be94666612ed0e9e/416x416.jpg?background=000000&cropX1=555&cropX2=2301&cropY1=908&cropY2=2656,,,,,,,
49,Atul Ruia,Ruia,atul-ruia,no-pic,0.0,52.0,Real estate,Real Estate,M,India,1681550402483,,,1229.196,2333.0,2333.0,https://specials-images.forbesimg.com/imageserve/642b2b9c66cd59b1e6e1c15b/416x416.jpg?background=000000&cropX1=419&cropX2=1209&cropY1=152&cropY2=941,,,,,,,
50,August Troendle,Troendle,august-troendle,no-pic,-20.874,67.0,Pharmaceutical services,Healthcare,M,United States,1681550402483,OH,Ohio,1707.556,1802.0,1802.0,,,,,,,,
51,Augusto Perfetti,Perfetti,augusto-perfetti,no-pic,0.0,,Candy,Food & Beverage,M,Italy,1681550402483,,,2394.801,1332.0,1332.0,,,,,,,,
52,Autry Stephens,Stephens,autry-stephens,autry-stephens,0.0,85.0,Oil,Energy,M,United States,1681550402482,TX,Texas,9954.0,193.0,193.0,https://specials-images.forbesimg.com/imageserve/632cc12375656f84e344b120/416x416.jpg?background=000000&cropX1=931&cropX2=2365&cropY1=366&cropY2=1801,,,,,,,
53,Bai Baokun,Bai,bai-baokun,no-pic,-1.75,,Hardware,Manufacturing,M,China,1681550402483,,Guangdong,1503.611,1986.0,1986.0,,,,,,,,
54,Bai Houshan,Bai,bai-houshan,no-pic,41.282,59.0,Lithium battery,Energy,M,China,1681550402483,,Zhejiang,1207.332,2361.0,2361.0,,,,,,,,
55,Balkrishan Goenka,Goenka,balkrishan-goenka,balkrishan-goenka,0.0,56.0,Textiles,Manufacturing,M,India,1681550402483,,,1350.387,2167.0,2167.0,//specials-images.forbesimg.com/imageserve/55f8ca6be4b0ffa7afe49fbf/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=2&cropY2=745,,,,,,,
56,Bambang Sutantio,Sutantio,bambang-sutantio,no-pic,4.211,64.0,Dairy & consumer products,Food & Beverage,M,Indonesia,1681550402483,,,2005.704,1561.0,1561.0,https://specials-images.forbesimg.com/imageserve/638e265f8f8c006b8cea2e89/416x416.jpg?background=000000&cropX1=206&cropX2=812&cropY1=14&cropY2=620,,,,,,,
57,Bang Si-hyuk,Bang,bang-si-hyuk,no-pic,138.798,50.0,Entertainment ,Media & Entertainment,M,South Korea,1681550402483,,,2449.618,1297.0,1297.0,https://specials-images.forbesimg.com/imageserve/5f88b0081d565a475c59267c/416x416.jpg?background=000000&cropX1=180&cropX2=889&cropY1=11&cropY2=720,,,,,,,
58,Barbara Benetton,Benetton,barbara-benetton,no-pic-female,3.465,53.0,"Fashion retail, investments",Fashion & Retail,F,Italy,1681550402483,,,1541.525,1953.0,1953.0,,,,,,,,
59,Barbara Tyson,Tyson,barbara-tyson,no-pic-female,-27.022,74.0,Food processing,Food & Beverage,F,United States,1681550402483,AR,Arkansas,2227.008,1411.0,1411.0,https://specials-images.forbesimg.com/imageserve/632cc3fd3b3068af937d2c21/416x416.jpg?background=000000&cropX1=0&cropX2=750&cropY1=71&cropY2=821,,,,,,,
60,Beate Heister,Heister,beate-heister,no-pic-female,0.0,,Supermarkets,Fashion & Retail,F,Germany,1681550402482,,,15903.376,110.0,110.0,,,,,,,,
61,Beatriz Davila de Santo Domingo,Davila de Santo Domingo,beatriz-davila-de-santo-domingo,no-pic-female,7.942,84.0,Beer,Food & Beverage,F,Colombia,1681550402483,,,3759.822,785.0,785.0,,,,,,,,
62,Ben Francis,Francis,ben-francis-1,no-pic,0.0,30.0,Fitness clothing,Fashion & Retail,M,United Kingdom,1681550402483,,,1292.018,2242.0,2242.0,,,,,,,,
63,Ben Silbermann,Silbermann,ben-silbermann,ben-silbermann,6.434,40.0,Social media,Media & Entertainment,M,United States,1681550402483,CA,California,1703.716,1804.0,1804.0,//specials-images.forbesimg.com/imageserve/5a9046cf4bbe6f0fa8265d45/416x416.jpg?background=000000&cropX1=150&cropX2=1533&cropY1=42&cropY2=1425,,,,,,,
64,Benjamin Otto,Otto,benjamin-otto,no-pic,0.0,,Retail,Fashion & Retail,M,Germany,1681550402483,,,2917.587,1061.0,1061.0,,,,,,,,
65,Bennett Rosenthal,Rosenthal,bennett-rosenthal,no-pic,-19.612,59.0,Finance,Finance & Investments,M,United States,1681550402483,CA,California,1295.351,2238.0,2238.0,https://specials-images.forbesimg.com/imageserve/63e52bf1231cb675e5db7366/416x416.jpg?background=000000&cropX1=574&cropX2=2198&cropY1=231&cropY2=1854,,,,,,,
66,Benoit Dageville,Dageville,benoit-dageville,no-pic,5.979,56.0,Software,Technology,M,United States,1681550402483,CA,California,1131.299,2465.0,2465.0,,,,,,,,
67,Bent Jensen,Jensen,bent-jensen,bent-jensen,0.0,71.0,electric systems,Manufacturing,M,Denmark,1681550402483,,,1001.63,2639.0,2639.0,,,,,,,,
68,Bernd Freier,Freier,bernd-freier,bernd-freier,0.0,66.0,Fashion retail,Fashion & Retail,M,Germany,1681550402483,,,1167.152,2426.0,2426.0,//specials-images.forbesimg.com/imageserve/5a7e0cae31358e4955ad0dd1/416x416.jpg?background=000000&cropX1=763&cropX2=2623&cropY1=133&cropY2=1992,,,,,,,
69,Bianca Rinehart,Rinehart,bianca-rinehart,no-pic-female,0.0,46.0,Mining,Metals & Mining,F,Australia,1681550402483,,,2000.406,1566.0,1566.0,//specials-images.forbesimg.com/imageserve/5a7a4b8da7ea43169012d8be/416x416.jpg?background=000000&cropX1=0&cropX2=1605&cropY1=271&cropY2=1877,,,,,,,
70,Bill Malhotra,Malhotra,bill-malhotra,no-pic,0.0,73.0,Real estate,Real Estate,M,Canada,1681550402483,,Ontario,1917.265,1629.0,1629.0,https://specials-images.forbesimg.com/imageserve/60664c552c01d690bf3ddff7/416x416.jpg?background=000000&cropX1=0&cropX2=1500&cropY1=93&cropY2=1593,,,,,,,
71,Blairo Maggi,Maggi,blairo-maggi,blairo-maggi,0.0,66.0,Agribusiness,Food & Beverage,M,Brazil,1681550402483,,,1382.348,2132.0,2132.0,,,,,,,,
72,Bo Wu,Wu,bo-wu,no-pic,0.0,68.0,Machinery,Manufacturing,M,China,1681550402483,,Jiangsu,1570.053,1926.0,1926.0,,,,,,,,
73,Brad Keywell,Keywell,brad-keywell,brad-keywell,0.0,53.0,"Software, investments",Technology,M,United States,1681550402483,IL,Illinois,1092.0,2513.0,2513.0,,,,,,,,
74,Bruce Cheng,Cheng,bruce-cheng,bruce-cheng,97.755,86.0,Electronics,Technology,M,Taiwan,1681550402483,,,2341.482,1357.0,1357.0,//specials-images.forbesimg.com/imageserve/5e1e4ee9735f8c000799df1d/416x416.jpg?background=000000&cropX1=510&cropX2=1775&cropY1=299&cropY2=1564,,,,,,,
75,Bruce Mathieson,Mathieson,bruce-mathieson,bruce-mathieson,-0.098,79.0,Hotels,Real Estate,M,Australia,1681550402483,,,1593.839,1899.0,1899.0,//specials-images.forbesimg.com/imageserve/56a03ee7e4b0ed854f52942a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=197&cropY2=941,,,,,,,
76,Bruce Wilson,Wilson,bruce-wilson,no-pic,13.529,76.0,Retailing,Fashion & Retail,M,Australia,1681550402483,,,1800.476,1716.0,1717.0,,,,,,,,
77,Byron Trott,Trott,byron-trott,no-pic,126.672,64.0,Investments,Finance & Investments,M,United States,1681550402483,IL,Illinois,2626.672,1212.0,1212.0,https://specials-images.forbesimg.com/imageserve/641873d005a18d695fd8a87c/416x416.jpg?background=000000&cropX1=0&cropX2=844&cropY1=78&cropY2=923,,,,,,,
78,Cai Huabo,Cai,cai-huabo,no-pic,-77.553,47.0,Electronics,Technology,M,China,1681550402483,,Jiangxi,2482.708,1274.0,1274.0,,,,,,,,
79,Cai Jianyong,Cai,cai-jianyong,no-pic,2.281,52.0,Nickel,Metals & Mining,M,China,1681550402483,,Zhejiang,1291.386,2244.0,2244.0,,,,,,,,
80,Cai Mingtong,Cai,cai-mingtong,no-pic,-5.851,71.0,Electronic components,Technology,M,China,1681550402483,,Fujian,1259.923,2290.0,2290.0,,,,,,,,
81,Cameron Adams,Adams,cameron-adams,no-pic,0.0,43.0,Software,Technology,M,Australia,1681550402483,,,1809.0,1710.0,1710.0,https://specials-images.forbesimg.com/imageserve/63ea7154b1bfdd47b1d77e9c/416x416.jpg?background=000000&cropX1=0&cropX2=1080&cropY1=0&cropY2=1080,,,,,,,
82,Cameron Winklevoss,Winklevoss,cameron-winklevoss,no-pic,0.0,41.0,Cryptocurrency,Finance & Investments,M,United States,1681550402483,NY,New York,1458.272,2059.0,2059.0,https://specials-images.forbesimg.com/imageserve/6063c068b8ad72d9041e7cda/416x416.jpg?background=000000&cropX1=40&cropX2=691&cropY1=190&cropY2=840,,,,,,,
83,Cao Jianwei,Cao,cao-jianwei,no-pic,60.479,44.0,Semiconductors,Manufacturing,M,China,1681550402483,,Zhejiang,2152.34,1473.0,1473.0,,,,,,,,
84,Cao Kejian,Cao,cao-kejian,cao-kejian,24.971,61.0,Air compressors,Manufacturing,M,China,1681550402483,,Zhejiang,1341.149,2183.0,2183.0,//specials-images.forbesimg.com/imageserve/49e29e276e6cce1a013720fcdb4c4bcc/416x416.jpg?background=000000&cropX1=0&cropX2=742&cropY1=127&cropY2=870,,,,,,,
85,Cao Renxian,Cao,cao-renxian,no-pic,132.809,54.0,Photovoltaic equipment ,Energy,M,China,1681550402482,,Anhui,6905.756,359.0,359.0,,,,,,,,
86,Cargill MacMillan III,MacMillan,cargill-macmillan-iii,no-pic,0.0,63.0,Cargill,Food & Beverage,M,United States,1681550402483,CO,Colorado,1239.732,2312.0,2312.0,,,,,,,,
87,Carl DeSantis,DeSantis,carl-desantis,no-pic,-8.254,83.0,Energy drink,Food & Beverage,M,United States,1681550402483,FL,Florida,1802.651,1715.0,1715.0,https://specials-images.forbesimg.com/imageserve/606627f9a4219ee3c89db3b9/416x416.jpg?background=000000&cropX1=377&cropX2=1349&cropY1=605&cropY2=1577,,,,,,,
88,Carmen Daurella Aguilera,Daurella Aguilera,carmen-daurella-aguilera,no-pic-female,-1.861,,Coca-Cola bottler,Food & Beverage,F,Spain,1681550402483,,,1193.392,2391.0,2391.0,,,,,,,,
89,Carmen Thyssen,Thyssen,carmen-thyssen,no-pic-female,0.0,79.0,"Investments, art",Manufacturing,F,Spain,1681550402483,,,1488.5,2019.0,2019.0,,,,,,,,
90,Carsten Koerl,Koerl,carsten-koerl,no-pic,0.0,58.0,Sports data,Sports,M,Germany,1681550402483,,,1090.735,2517.0,2517.0,https://specials-images.forbesimg.com/imageserve/624600d3f81acecef88590d2/416x416.jpg?background=000000&cropX1=0&cropX2=600&cropY1=0&cropY2=600,,,,,,,
91,Carsten Maschmeyer,Maschmeyer,carsten-maschmeyer,no-pic,6.386,63.0,Finance services,Finance & Investments,M,Germany,1681550402483,,,1336.236,2188.0,2188.0,,,,,,,,
92,Catheline Perier D'Ieteren,D'Ieteren,catheline-perier-dieteren,no-pic-female,-29.145,78.0,"Auto parts, distribution",Automotive,F,Belgium,1681550402483,,,3046.584,1007.0,1007.0,,,,,,,,
93,Chang Jianming & family,Chang,chang-jianming,no-pic,-30.539,58.0,Industrial equipment,Manufacturing,M,China,1681550402483,,Shanghai,1281.954,2258.0,2258.0,,,,,,,,
94,Chang Jing,Chang,chang-jing-1,no-pic,-15.847,40.0,Technology ,Technology,M,China,1681550402483,,Beijing,1052.55,2575.0,2575.0,,,,,,,,
95,Chang Kuo-Hua,Chang,chang-kuo-hua,no-pic,22.957,68.0,"Shipping, airlines",Logistics,M,Taiwan,1681550402483,,,1553.792,1943.0,1943.0,https://specials-images.forbesimg.com/imageserve/63a0c85f19ae5f47238ceb34/416x416.jpg?background=000000&cropX1=1336&cropX2=2486&cropY1=105&cropY2=1254,,,,,,,
96,Chang Kuo-Ming,Chang,chang-kuo-ming,no-pic,11.54,,Transportation,Logistics,M,Taiwan,1681550402483,,,1033.774,2601.0,2601.0,,,,,,,,
97,Changpeng Zhao,Zhao,changpeng-zhao,no-pic,0.0,45.0,Cryptocurrency exchange,Finance & Investments,M,Canada,1681550402482,,,10487.685,179.0,179.0,https://specials-images.forbesimg.com/imageserve/61115ac5b4c5d23845419c4e/416x416.jpg?background=000000&cropX1=0&cropX2=911&cropY1=0&cropY2=911,,,,,,,
98,Charles Butt,Butt,charles-butt,charles-butt,0.0,85.0,Supermarkets,Fashion & Retail,M,United States,1681550402482,TX,Texas,7460.1,312.0,312.0,https://specials-images.forbesimg.com/imageserve/633f36069877ef2945de06ab/416x416.jpg?background=000000&cropX1=101&cropX2=966&cropY1=22&cropY2=886,,,,,,,
99,Charlwin Mao,Mao,charlwin-mao,no-pic,0.0,,E-commerce,Fashion & Retail,M,China,1681550402483,,Shanghai,1300.0,2228.0,2228.0,,,,,,,,
100,Chatchai Kaewbootta,Kaewbootta,chatchai-kaewbootta,chatchai-kaewbootta,0.0,71.0,Auto loans,Finance & Investments,M,Thailand,1681550402483,,,1189.952,2396.0,2396.0,//specials-images.forbesimg.com/imageserve/55650247e4b0bacdbd75563b/416x416.jpg?background=000000&cropX1=32&cropX2=744&cropY1=68&cropY2=780,,,,,,,
101,Chen Baohua,Chen,chen-baohua,no-pic,-9.046,61.0,Pharmaceutical,Healthcare,M,China,1681550402483,,Zhejiang,1143.619,2451.0,2451.0,,,,,,,,
102,Chen Kaichen,Chen,chen-kaichen,no-pic,2.207,,Household chemicals,Manufacturing,M,China,1681550402483,,Guangdong,1709.969,1801.0,1801.0,,,,,,,,
103,Chen Qiongxiang,Chen,chen-qiongxiang,no-pic-female,41.452,,Batteries,Energy,F,China,1681550402483,,Fujian,1873.407,1657.0,1657.0,,,,,,,,
104,Chen Shibin,Chen,chen-shibin-1,no-pic,32.611,56.0,Quartz products,Manufacturing,M,China,1681550402483,,Jiangsu,3354.902,905.0,905.0,,,,,,,,
105,Chen Tianshi,Chen,chen-tianshi,no-pic,122.317,38.0,Semiconductors,Technology,M,China,1681550402483,,Beijing,3407.393,886.0,886.0,,,,,,,,
106,Chen Xianbao & family,Chen,chen-xianbao,no-pic,-10.555,63.0,Food,Food & Beverage,M,China,1681550402483,,Anhui,1197.761,2378.0,2378.0,,,,,,,,
107,Chen Xuehua,Chen,chen-xuehua,no-pic,39.917,62.0,Minerals processing,Metals & Mining,M,China,1681550402483,,Zhejiang,1330.569,2191.0,2191.0,,,,,,,,
108,Chen Xueling,Chen,chen-xueling,no-pic-female,-0.199,55.0,Stationery,Manufacturing,F,China,1681550402483,,Guangdong,1047.856,2582.0,2582.0,,,,,,,,
109,Chen Yin,Chen,chen-yin,no-pic,10.757,50.0,Power tools,Manufacturing,M,China,1681550402483,,,1052.663,2574.0,2574.0,,,,,,,,
110,Chen Zhiping,Chen,chen-zhiping,no-pic,-45.627,47.0,E-cigarettes,Manufacturing,M,China,1681550402483,,Guangdong,2578.455,1230.0,1230.0,https://specials-images.forbesimg.com/imageserve/6182c460dd603796f4e9678c/416x416.jpg?background=000000&cropX1=293&cropX2=683&cropY1=8&cropY2=398,,,,,,,
111,Ching Bor Tung,Tung,ching-bor-tung,no-pic,32.772,60.0,Manufacturing ,Manufacturing,M,China,1681550402483,,Guangdong,1193.842,2388.0,2388.0,,,,,,,,
